term,normalized_term,semantic_hint,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes
Sepsis,sepsis,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
SESIP,sesip,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,Source-attested abbreviation; expansion: Sharps with Engineered Sharps Injury Protection; abbreviation; abbreviation may have non-medical expansions
Sex-Specific Mortality Rate,sex-specific mortality rate,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Sharps with Engineered Sharps Injury Protection,sharps with engineered sharps injury protection,MEDICAL_CONCEPT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
SHEA,shea,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Society for Healthcare Epidemiology of America; abbreviation; abbreviation may have non-medical expansions
Sick Leave,sick leave,PROCESS_EVENT,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Signs and Symptoms,signs and symptoms,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Single Photon Emission Computed Tomography,single photon emission computed tomography,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Skilled Nursing Facility consolidated billing,skilled nursing facility consolidated billing,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Skin,skin,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Skin Tests,skin tests,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Small Intestine,small intestine,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Social Workers,social workers,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Special needs plans,special needs plans,BILLING_CODING,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Specificity,specificity,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Spinal Cord,spinal cord,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Spirometry,spirometry,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Spleen,spleen,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Sporadic,sporadic,CONDITION,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Stomach,stomach,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Stroke,stroke,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Sufficient Cause,sufficient cause,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Summary of Benefits and Coverage,summary of benefits and coverage,DOCUMENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Surgeons,surgeons,ROLE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Surveillance,surveillance,MEDICAL_CONCEPT,CDC Epidemiology Glossary,https://www.cdc.gov/reproductive-health/glossary/index.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,ordinary-English collision
TB,tb,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,Source-attested abbreviation; expansion: Tuberculosis; abbreviation; abbreviation may have non-medical expansions
Tdap,tdap,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,HIGH,"Source-attested abbreviation; expansion: Tetanus, Diphtheria, Pertussis; abbreviation; abbreviation may have non-medical expansions"
Telehealth,telehealth,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Therapy services,therapy services,PROCESS_EVENT,CMS Glossary,https://www.cms.gov/glossary,CMS,US_FEDERAL_AGENCY,TRUE,FALSE,,LOW,
Thoracoscopy,thoracoscopy,PROCEDURE,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Thyroid Gland,thyroid gland,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
TMP-SMZ,tmp-smz,AMBIGUOUS,CDC HCP Terminology,https://www.cdc.gov/infection-control/hcp/healthcare-personnel-infrastructure-routine-practices/terminology.html,CDC,US_FEDERAL_AGENCY,TRUE,FALSE,,MEDIUM,Source-attested abbreviation; expansion: Trimethoprim-sulfamethoxazole; abbreviation; abbreviation may have non-medical expansions
"Tomography, X-Ray Computed","tomography, x-ray computed",TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Trachea,trachea,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Treatment Outcome,treatment outcome,MEDICAL_CONCEPT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Triage,triage,PROCESS_EVENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Tuberculosis,tuberculosis,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Ultrasonography,ultrasonography,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Urinalysis,urinalysis,TEST,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Urinary Tract Infections,urinary tract infections,CONDITION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Urology,urology,ORGANIZATION_DEPARTMENT,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Uterus,uterus,ANATOMY,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
Vaccines,vaccines,MEDICATION,MeSH 2026,https://www.nlm.nih.gov/databases/download/mesh.html,NLM_MESH,US_FEDERAL_CONTROLLED_VOCABULARY,TRUE,FALSE,,LOW,High-confidence canonical MeSH heading selected for DocScrub semantic evidence.
