term,normalized_term,semantic_hint,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes
Sentence,sentence,LEGAL_CONCEPT|PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,language/ordinary collision
Sentencing guidelines,sentencing guidelines,DOCUMENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Sequester,sequester,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary verb collision
service mark,service mark,LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Service of process,service of process,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
service provider,service provider,ROLE|ORGANIZATION,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,HIGH,ordinary/business collision
Settlement,settlement,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,ordinary/cross-domain collision
settlement conference,settlement conference,PROCESS_EVENT|COURT_PROCEDURE,"U.S. District Court, Northern District of California — Settlement Conferences",https://cand.uscourts.gov/about-court/court-programs-services/alternative-dispute-resolution-adr/settlement-conferences,FEDERAL_DISTRICT_COURT_ADR,HIGH,True,False,,LOW,
Sister-State Judgment,sister-state judgment,DOCUMENT|LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Standard of proof,standard of proof,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
State Securities Regulators,state securities regulators,ORGANIZATION|ROLE,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,LOW,
Statement of Damages,statement of damages,DOCUMENT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Statement of financial affairs,statement of financial affairs,DOCUMENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,bankruptcy
Statement of intention,statement of intention,DOCUMENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,bankruptcy
Statute,statute,DOCUMENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Statute of limitations,statute of limitations,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Stock,stock,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,ordinary/finance/name collision
Stock Option,stock option,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,finance
Stock-Based Compensation,stock-based compensation,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,employment/securities
Sua sponte,sua sponte,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
Subordination,subordination,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,finance collision
Subpoena,subpoena,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Subpoena duces tecum,subpoena duces tecum,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,Latin phrase
Substantive consolidation,substantive consolidation,COURT_PROCEDURE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,bankruptcy
Substituted Service,substituted service,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Summary judgment,summary judgment,COURT_PROCEDURE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Summons,summons,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Supporting Declaration,supporting declaration,DOCUMENT,"U.S. District Court, Northern District of California — E-Filing Case Documents",https://cand.uscourts.gov/cases-e-filing/cmecf-information/e-filing-case-documents,FEDERAL_DISTRICT_COURT_PROCEDURE,HIGH,True,False,,MEDIUM,
Tangible Asset,tangible asset,OTHER_DOMAIN_TERM,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,HIGH,accounting collision
Temporary restraining order,temporary restraining order,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Testimony,testimony,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
Tokenized Security,tokenized security,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,technology collision
Toll,toll,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary English collision
Tort,tort,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
trademark,trademark,LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
trademark application,trademark application,DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
trademark examining attorney,trademark examining attorney,ROLE,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
trademark registration,trademark registration,DOCUMENT|LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Trademark Trial and Appeal Board (TTAB),trademark trial and appeal board (ttab),ORGANIZATION,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,
Transcript,transcript,DOCUMENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,cross-domain
Transfer,transfer,PROCESS_EVENT|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/cross-domain collision
Treasury Stock,treasury stock,LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,True,False,,MEDIUM,finance collision
Trial de Novo,trial de novo,COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Trustee,trustee,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,trust/business collision
U.S. attorney,u.s. attorney,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,government title
U.S. trustee,u.s. trustee,ROLE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
unauthorized acquisition,unauthorized acquisition,LEGAL_CONCEPT,Federal Trade Commission — Safeguards Rule Small Entity Compliance Guide,https://www.ftc.gov/business-guidance/resources/ftc-safeguards-rule-what-your-business-needs-know,FEDERAL_REGULATOR_PRIVACY_SECURITY,HIGH,True,False,,LOW,privacy/security
Undersecured claim,undersecured claim,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
undue hardship,undue hardship,LEGAL_CONCEPT,U.S. Court of Appeals for the Ninth Circuit — Glossary of Legal Terms,https://www.ca9.uscourts.gov/guides-resources/glossary/,FEDERAL_APPELLATE_COURT,HIGH,True,False,,MEDIUM,cross-domain
Undue hardship (bankruptcy),undue hardship (bankruptcy),LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Unlawful detainer action,unlawful detainer action,COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms | U.S. Court of Appeals for the Ninth Circuit — Glossary of Legal Terms,https://www.uscourts.gov/glossary | https://www.ca9.uscourts.gov/guides-resources/glossary/,FEDERAL_JUDICIARY_GLOSSARY | FEDERAL_APPELLATE_COURT,HIGH | HIGH,True,False,,LOW,multiple independent source attestations
Unliquidated claim,unliquidated claim,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Unredacted Version,unredacted version,DOCUMENT,"U.S. District Court, Northern District of California — E-Filing Case Documents",https://cand.uscourts.gov/cases-e-filing/cmecf-information/e-filing-case-documents,FEDERAL_DISTRICT_COURT_PROCEDURE,HIGH,True,False,,MEDIUM,
Unscheduled debt,unscheduled debt,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Unsecured claim,unsecured claim,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Uphold,uphold,COURT_PROCEDURE|PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary verb collision
use in commerce,use in commerce,LEGAL_CONCEPT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,True,False,,LOW,trademark
Venue,venue,LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,HIGH,ordinary/geographic collision
verdict,verdict,DOCUMENT|PROCESS_EVENT,U.S. Department of Justice — Justice 101 Legal Terms Glossary,https://www.justice.gov/usao/justice-101/glossary,DOJ_GLOSSARY,HIGH,True,False,,MEDIUM,
Warrant,warrant,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,MEDIUM,
witness,witness,ROLE,U.S. Department of Justice — Justice 101 Legal Terms Glossary,https://www.justice.gov/usao/justice-101/glossary,DOJ_GLOSSARY,HIGH,True,False,,HIGH,ordinary/professional collision
Writ,writ,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Writ of Execution,writ of execution,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Writ of Habeas Corpus,writ of habeas corpus,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Writ of Mandate,writ of mandate,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
Writ of Prohibition,writ of prohibition,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,True,False,,LOW,
written discovery,written discovery,COURT_PROCEDURE,California Courts Self-Help — Civil Discovery,https://selfhelp.courts.ca.gov/discovery-civil/request,STATE_JUDICIARY_PROCEDURE,HIGH,True,False,,MEDIUM,
ADR,adr,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,False,True,Alternative dispute resolution (ADR),HIGH,standard acronym from source form
alternative dispute resolution,alternative dispute resolution,LEGAL_CONCEPT|PROCESS_EVENT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,False,True,Alternative dispute resolution (ADR),LOW,parenthetical acronym removed
AO,ao,ORGANIZATION,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,False,True,Administrative Office of the United States Courts (AO),HIGH,standard acronym from source form
BDC,bdc,ORGANIZATION|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,False,True,Business Development Company (BDC),HIGH,standard acronym from source form
CM/ECF,cm/ecf,OTHER_DOMAIN_TERM,PACER — Federal Court Records / CM/ECF FAQs,https://pacer.uscourts.gov/help/faqs/what-cmecf,FEDERAL_COURT_EFILING,HIGH,False,True,Case Management/Electronic Case Files (CM/ECF),MEDIUM,standard system acronym
cross complaint,cross complaint,DOCUMENT|COURT_PROCEDURE,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,False,True,Cross-Complaint,LOW,hyphen removal
NDA,nda,DOCUMENT,PACER — Notice of Electronic Filing / Notice of Docket Activity FAQ,https://pacer.uscourts.gov/help/faqs/files-pleading-court-automatically-serve-notification,FEDERAL_COURT_EFILING,HIGH,False,True,Notice of Docket Activity (NDA),HIGH,standard acronym; collides with nondisclosure agreement
NEF,nef,DOCUMENT,PACER — Notice of Electronic Filing / Notice of Docket Activity FAQ,https://pacer.uscourts.gov/help/faqs/files-pleading-court-automatically-serve-notification,FEDERAL_COURT_EFILING,HIGH,False,True,Notice of Electronic Filing (NEF),HIGH,standard acronym from source form
no asset case,no asset case,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,False,True,No-asset case,LOW,hyphen removal
no contest,no contest,LEGAL_CONCEPT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,False,True,Nolo contendere,MEDIUM,explicit alias in U.S. Courts definition
NOA,noa,DOCUMENT,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,False,True,notice of allowance (NOA) (trademarks),HIGH,standard acronym; many nonlegal meanings
non-exempt assets,non-exempt assets,LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,False,True,Nonexempt assets,LOW,mechanical hyphen variant
pro-se,pro-se,ROLE|LEGAL_CONCEPT,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,False,True,Pro se,MEDIUM,punctuation variant
RBIC,rbic,ORGANIZATION|LEGAL_CONCEPT,U.S. Securities and Exchange Commission — Small Business Capital Formation Glossary,https://www.sec.gov/resources-small-businesses/glossary,FEDERAL_REGULATOR_SECURITIES,HIGH,False,True,Rural Business Investment Company (RBIC),HIGH,standard acronym from source form
sister state judgment,sister state judgment,DOCUMENT|LEGAL_CONCEPT,"Superior Court of California, County of San Bernardino — Glossary of Civil Terms",https://sanbernardino.courts.ca.gov/divisions/civil/glossary-civil-terms,STATE_JUDICIARY_GLOSSARY,HIGH,False,True,Sister-State Judgment,LOW,hyphen removal
TRO,tro,DOCUMENT|COURT_PROCEDURE,U.S. Courts — Glossary of Legal Terms,https://www.uscourts.gov/glossary,FEDERAL_JUDICIARY_GLOSSARY,HIGH,False,True,Temporary restraining order,HIGH,standard abbreviation attested in source definition
TTAB,ttab,ORGANIZATION,U.S. Patent and Trademark Office — Glossary,https://www.uspto.gov/learning-and-resources/glossary,FEDERAL_REGULATOR_IP,HIGH,False,True,Trademark Trial and Appeal Board (TTAB),MEDIUM,standard acronym from source form
